联想扬天V110-14（E2-9010/4GB/500GB/2G独显）AMD E2系列处理器，AMD R5入门级独立显卡，30万像素摄像头，巧克力键盘,参考价：,2399,6.0
台电F15英特尔赛扬处理器，核心显卡，IPS屏，背光键盘,参考价：,2499,9.3
联想Miix 210（2GB/32GB/HD）磁吸式键盘，整机防震设计，IPS显示屏，防静电设计,参考价：,1599,5.9
华硕D540YA7010（4GB/500GB）AMD系列处理器，核芯显卡，美声大师音效，分岛式键盘,参考价：,1999,9.0
联想YOGA A12（Android）Halo触控键盘，核芯显卡，触控屏，Atom X5处理器,参考价：,2299,
华硕Chromebook C201PA,参考价：,1200,
戴尔Inspiron 灵越 11 3000系列 红色（Ins 11-3162-D1208R）奔腾四核处理器，集成显卡，分岛式键盘，镜面塑料,参考价：,2499,9.3
神舟优雅X3核心显卡，72%色域IPS屏，全金属机身，背光键盘,参考价：,2499,
联想扬天B51-35-EONAMD E1-7010，高清炫彩屏，核芯显卡，指纹识别,参考价：,2099,5.5
华硕E402NA3450（4GB/500GB）分岛式键盘，美声大师音效技术，酷凉散热技术，静音运行,参考价：,2499,7.3
海尔S410-N2940G40500NDUH14英寸时尚轻薄本，赛扬四核处理器，1080P摄像头，23mm超薄机身金属拉丝工艺，轻薄时尚外观,参考价：,1799,9.8
中柏EZbook 2 SE集成显卡，轻盈便携，长效续航，立体环绕音效,参考价：,899,10.0
华硕T1 Chi10.1英寸二合一轻薄便携本，支持多点触控，英特尔 Atom四核处理器，固态硬盘,参考价：,2199,9.2
联想扬天V110-15（4GB/500GB/集显）赛扬双核处理器，集成显卡，巧克力键盘,参考价：,2199,6.7
戴尔Inspiron 灵越 14 3000系列入门本（Ins 14-3465-D1205B）搭载AMD7代显卡，高品质音频，预装正版office,参考价：,2499,10.0
华硕X541SA3060（4GB/500GB）,参考价：,1999,
华硕R417SA3150（4GB/500GB）赛扬四核处理器，核芯显卡，美声大师音效，全尺寸键盘,参考价：,2299,2.0
联想S436（QC-4000）14英寸LED背光屏幕，集成30万像素摄像头，高触感键盘，巧克力键盘,参考价：,2399,10.0
台电F5360°旋转屏幕，触控手写，快速充电，双频wifi,参考价：,2199,
华硕X555YI7110（4GB/500GB）Splendid靓彩技术，AMD系列显卡，美声大师音效，背装式无缝分岛键盘,参考价：,2399,
清华同方锋锐 S10-I3150045003,参考价：,1799,7.2
神舟战神K610D-A29D3,参考价：,2499,8.6
联想扬天V110-14（E2-9010/4GB/128GB/2G独显）AMD E2系列处理器，AMD R5入门级独立显卡，30万像素摄像头,参考价：,2199,6.0
华硕X541NC3450（4GB/500GB/2G独显）赛扬四核处理器，入门级显卡，美声大师音效技术，分岛式键盘,参考价：,2499,
华硕EeeBook E202SA3050赛扬双核处理器，核芯显卡，全尺寸键盘，时尚轻薄本,参考价：,2399,6.9
联想Ideapad 110-15（E2-7110/4GB/500GB/集显）,参考价：,2199,9.1
华硕X441NA3350（4GB/500GB）,参考价：,2099,5.5
联想扬天V330-15（N4000/4GB/128GB）,参考价：,2399,5.7
戴尔Latitude 15 3000系列 3560（CAL006LATI35601140）,参考价：,2396,8.0
华硕E502MA2940（4GB/500GB）,参考价：,2399,9.3
华硕Chromebook C202SA-YS02抗震防水，防泼溅键盘，核心显卡，10小时续航,参考价：,1342,
联想扬天V330-14（A4-9125/4GB/500GB/2G独显）,参考价：,1999,4.9
联想G51-35（A8-7410）AMD A8系列处理器，高清炫彩屏，杜比认证音效，Win10系统,参考价：,2450,3.2
三星300E5M-L03赛扬双核处理器，核心显卡，全尺寸键盘，超长续航,参考价：,2199,
神舟优雅XS-3000S1,参考价：,2299,7.9
惠普14g-br002TUDTS音效，轻薄机身，全尺寸键盘，核心显卡,参考价：,2099,9.0
华硕E402SA3150（4GB/500GB）,参考价：,2299,
惠普14S-CR0000TU（4JA44PA）,参考价：,2299,
神舟战神K610D-A29D4,参考价：,2499,8.6
联想Flex-11 Chromebook11.6英寸IPS屏，10小时续航，360度铰链,参考价：,1784,
联想扬天V110-14（N3350/4GB/500GB/集显）赛扬双核处理器，巧克力键盘，AMD系列显卡，集成显卡,参考价：,2199,6.0
神舟战神 K540E-A29D1,参考价：,2199,
炫龙A41L-240S1N,参考价：,2199,9.6
Acer A315-21-289H,参考价：,1999,10.0
联想扬天B41-35-EONAMD E1-7010，核芯显卡，集成30万像素摄像头，支持蓝牙,参考价：,2399,9.2
华硕Chromebook C423,参考价：,1872,
华硕VivoBook E200HA8300（2GB/128GB）多彩轻薄便携 ，集成显卡，隐藏式转轴设计，背光绚丽宽屏,参考价：,2499,
惠普245 G7（6GA16PA）AMD系列处理器，集成显卡，全尺寸键盘，轻薄便携,参考价：,2499,
台电F7 Plus英特尔赛扬处理器，核心显卡，IPS屏，背光键盘,参考价：,2199,
华硕X541SC3160（4GB/500GB/2G独显）赛扬四核处理器，入门级显卡，美声大师音效，分岛式键盘,参考价：,2499,
联想扬天B41-30-NTO赛扬四核处理器，核芯显卡，集成30万像素摄像头，支持蓝牙，支持智能指纹识别功能，商务办公本,参考价：,2499,8.2
海尔简爱 1406W,参考价：,1499,
中柏EZbook2（2GB）,参考价：,899,7.0
联想昭阳E52-80（4GB/500GB/2G独显）,参考价：,2399,5.1
联想扬天B51-30（N3060/2GB/集显）赛扬双核核处理器，集成显卡，背光键盘,参考价：,2499,5.5
台电F7全尺寸键盘，核心显卡，IPS屏，纤薄机身,参考价：,1899,8.0
神舟优雅A480B-A29D1,参考价：,1899,8.0
华硕E502NA3450（4GB/500GB）超静音，灵敏触控板，全尺寸分岛式键盘，美声大师音效,参考价：,2499,
Acer Swift 1 SF114-31-C1A7,参考价：,2499,
昂达小马41（4GB/64GB）,参考价：,1299,
惠普245 G6（1RR86PA）AMD系列处理器，集成显卡，全尺寸孤岛式键盘，8小时续航,参考价：,1999,
惠普14-aq001TU（X5P29PA）,参考价：,2299,10.0
海尔锋睿S420-N3450G40128NWUW轻薄时尚外观，视野清晰大屏，巧克力键盘，商务办公,参考价：,2299,
中柏EZbook3 Pro微边框屏幕，超长续航，eMMC存储，轻薄金属机身,参考价：,1459,9.6
联想昭阳E42-80（3865U/4GB/500GB/集显）,参考价：,2199,6.9
华硕思聪本X205TA3735（优雅红）,参考价：,1899,9.5
联想扬天V330-15（A4-9125/4GB/500GB/2G独显）酷睿8代处理器，AMD显卡，防渗漏键盘，杜比音效,参考价：,2499,5.7
惠普14q-bu001TU（2DG23PA）快充技术，高精度金属铰链，集成显卡，分岛键盘,参考价：,1999,7.4
Acer A314-32-C00A赛扬四核处理器，核芯显卡，	巧克力键盘，轻薄便携,参考价：,2499,
麦本本金麦6A（4GB/128GB）赛扬双核处理器，核心显卡，全面屏，蓝牙5.0,参考价：,2299,10.0
中柏EZbook 2（4GB/64GB）凌动x5处理器，集成显卡，全尺寸键盘，eMMC硬盘,参考价：,999,
惠普15g-bx001AXA9四核处理器，高性能显卡，全尺寸键盘，快充技术,参考价：,2499,
华硕X555SJ3150（4GB/500GB）,参考价：,2499,5.9
联想Flex3-11-NTW（冰岛白）英特尔 赛扬四核处理器，11.6英寸LED背光触控屏，集成显卡,参考价：,2299,8.8
惠普340 G3（V3F19PA）赛扬双核处理器，防眩光屏，核芯显卡，指纹识别,参考价：,2299,
惠普PAVILION X2 10-j025TU（K5C46PA）,参考价：,2499,9.5
Acer TMB117-M-C82A,参考价：,1999,
联想G40-45-ETW（D）14英寸全能学生本，AMD E2四核，AMD R5系列2GB显卡，配联想高触感巧克力键盘,参考价：,2338,5.7
宝扬A14（高配版）,参考价：,1999,9.0
酷比魔方iwork5X360°翻转，定向音效系统，轻薄金属机身，IPS触控屏,参考价：,1899,
神舟优雅A480B-M10D6,参考价：,1699,8.0
中柏EZbook S4（4GB/64GB）,参考价：,1599,
华硕E502SA3150（4GB/500GB）,参考价：,2299,
中柏EZbook A13,参考价：,1119,
华硕D555YA7010（4GB/500GB）AMD系列处理器，集成显卡，全尺寸键盘，DVD刻录,参考价：,1899,
联想IdeaPad 300-15ISK（N3150/4GB/500GB/集显）,参考价：,2400,8.5
惠普245 G5（W8J00PT）,参考价：,2099,
惠普255 G6,参考价：,2499,
华硕思聪本X205TA3735（雪山白）11.6英寸超便携时尚丽人笔记本，英特尔 Atom四核处理器，支持蓝牙功能，白色机身,参考价：,2499,9.5
中柏EZbook3 se,参考价：,1099,10.0
戴尔Inspiron 灵越 15 3000系列入门本（Ins 15-3565-D2108A）,参考价：,2499,
惠普246 G7（6GA82PA）赛扬处理器，集成显卡，商务便携，全尺寸键盘,参考价：,2199,
惠普PAVILION X2 DETACH 10-N121TU（P7G58PA）,参考价：,2399,
联想扬天V330-15（N4000/4GB/500GB）,参考价：,2299,5.7
联想扬天V110-15（E2-9010/4GB/500GB/2G独显）AMD系列处理器，防眩光雾面屏，超长续航，AMD系列显卡,参考价：,2299,6.7
Acer Switch 10E（SW3-016-17UM）,参考价：,1599,10.0
联想扬天B50-10-NTN英特尔 赛扬四核处理器，15.6英寸LED背光，防炫光屏，全尺寸键盘，巧克力键盘,参考价：,2199,
三星300E4M-K01集成显卡，全尺寸键盘，赛扬处理器，HDR功能,参考价：,2399,
Acer A314-31-C124赛扬双核处理器，核心显卡，巧克力键盘，蓝光护盾,参考价：,2399,
Acer A315-32-C5VP赛扬四核处理器，核芯显卡，	巧克力键盘，轻薄便携,参考价：,2499,
昂达oBook11（4GB/64GB）,参考价：,1299,6.3
海尔简爱 X14,参考价：,2299,
Acer CB3-431-C5XK,参考价：,2070,8.6
Acer EX2519-C4J7赛扬四核处理器，集成显卡，30万像素摄像头,参考价：,2099,9.7
昂达小马21（4GB/64GB）指纹识别，金属轻薄机身，IPS屏，瞬间唤醒,参考价：,1499,
三星Chromebook 3,参考价：,1999,
中柏EZbook S4（8GB/512GB）,参考价：,1699,
海尔S200（Z3735F/2GB/64GB）,参考价：,1699,8.8
戴尔Inspiron 灵越 11 3000系列 白色（Ins 11-3162-D2205W）,参考价：,2499,9.3
神舟战神K540D-A29D1赛扬双核核处理器，双显卡，孤岛式键盘,参考价：,2099,8.3
联想Miix 210（2GB/64GB/HD）磁吸式键盘，整机防震设计，IPS显示屏，防静电设计,参考价：,1699,5.9
华硕A555YI7110（4GB/500GB）美声大师音效技术，背装式无缝键盘，酷凉散热技术，AMD系列显卡,参考价：,2399,10.0
华硕TP200SA3700（4GB/64GB）,参考价：,2399,9.3
Acer ES1-331（13.3英寸）四核处理器，核心显卡，13.3英寸，后置式出风口,参考价：,2199,9.1
联想IdeaPad 300-15ISK（N3150/4GB/500GB/1G独显）英特尔 赛扬四核处理器，15.6英寸LED背光屏幕，集成30万像素摄像头,参考价：,2499,8.5
惠普14g-br001TUDTS音效，轻薄机身，全尺寸键盘，核心显卡,参考价：,1999,9.0
联想扬天B51-30A-NTZ英特尔 赛扬双核处理器，15.6英寸高清炫彩屏，核芯显卡,参考价：,1799,5.5
联想扬天B50-45-EONAMD 低功耗E系列处理器，15.6英寸高清炫彩屏，支持蓝牙,参考价：,1888,6.1
惠普240 G4（N2N12PA）,参考价：,2299,
中柏EZbook2（4GB）,参考价：,1099,6.6
Acer A315-31-C2WB,参考价：,2199,
中柏EZbook3 SL窄边框屏，大容量电池，核心显卡，200万摄像头,参考价：,1299,
Acer ES1-132-C37M赛扬双核核处理器，LED背光丽镜宽屏，薄至21mm,参考价：,1308,
神舟优雅XS-3150S1,参考价：,2199,7.9
海尔小艾S310,参考价：,1999,
联想IdeaPad 300-14ISK（N3150/4GB/500GB/1G独显/DVD）英特尔 赛扬四核处理器，14英寸LED背光屏幕，入门级独立显卡,参考价：,2499,5.3
昂达小马31（奔腾版/64GB）奔腾四核处理器，200万像素摄像头，指纹识别，可扩充硬盘,参考价：,1799,
华硕VivoBook E200HA8350（2GB/128GB）多彩轻薄便携 ，集成显卡，隐藏式转轴设计，背光绚丽宽屏,参考价：,1999,
中柏EZbook Air,参考价：,1799,6.0
台电F6,参考价：,1988,
Acer A314-32-C24Q赛扬四核处理器，核芯显卡，	巧克力键盘，轻薄便携,参考价：,2299,
三星300E5K-L01,参考价：,2399,9.1
惠普14Q-CS0000TU（4HY22PA）赛扬处理器，全金属机身，集成显卡，全尺寸键盘,参考价：,2199,
惠普14Q-CS0001TU（4HY23PA）赛扬处理器，全金属机身，集成显卡，全尺寸键盘,参考价：,2399,
联想扬天B41-35A-AFO,参考价：,2299,9.2
华硕E402SA3160（4GB/500GB）,参考价：,2499,
联想E40-30-NTW（N2940/2GB/500GB),参考价：,2199,5.8
联想Ideapad 110-15（N3060/4GB/500GB/核显）赛扬双核处理器，15.6英寸LED背光屏幕，1.5W立体声音响,参考价：,2299,9.1
Acer EX2519（N3710/4GB/500GB）奔腾四核处理器，亚麻织物纹理，防眩光雾面屏，巧克力键盘,参考价：,2199,9.7
联想扬天V110-14（E2-9010/4GB/500GB/集显）AND系列处理器，集成显卡，巧克力键盘,参考价：,2199,6.0
Acer CB3-431-C0AK赛扬四核处理器，集成显卡，12小时续航，巧克力键盘,参考价：,1811,8.6
惠普14g-ad101TU,参考价：,2199,
三星500R5H-K04赛扬双核处理器，15.6英寸，集成显卡，人体工程学键盘,参考价：,2439,8.7
联想扬天B41-35A-EONAMD E1系列处理器，14英寸LED背光屏幕，入门级独立显卡，集成30万像素摄像头,参考价：,1899,9.2
联想扬天B40-45-EON14英寸商务办公本，AMD E1 双核，高亮液晶显示屏，配超强立体声音响,参考价：,2399,7.3
海尔锋睿S420（N3350/4GB/128GB）轻薄时尚外观，视野清晰大屏，巧克力键盘，商务办公,参考价：,2099,
联想扬天V110-15（4GB/128GB/集显）赛扬双核处理器，集成显卡，巧克力键盘，商务轻薄,参考价：,2199,6.7
惠普245 G7（6GB44PA）AMD系列处理器，集成显卡，全尺寸键盘，轻薄便携,参考价：,2199,
联想IdeaPad 100S-11（Z3735F/2GB/64GB/集显）英特尔 Atom处理器，杜比认证音效，影音娱乐本,参考价：,2299,8.8
海尔锋睿S300-N3150G40128NWUG,参考价：,1899,2.0
神舟优雅A480B-M10D5,参考价：,1899,8.0
惠普X2 210 G1（2GB/32GB）,参考价：,2199,
Acer TMB117-M-C04ETravelMate B系列笔记本电脑助力提升教学体验， 坚固耐用，性能稳定,参考价：,2199,
Acer ES1-332-C3V4,参考价：,2399,
惠普246 G6（2FF86PA）赛扬双核处理器，全尺寸孤岛式键盘，9小时续航，集成显卡,参考价：,1999,8.1
华硕X441NC3450（4GB/500GB）美声大师音效技术，Tru2Life影像技术，分岛式键盘，Eye Care模式,参考价：,2499,4.0
华硕X441SC3160（4GB/500GB）美声大师音效技术，Tru2Life影像技术，全尺寸分岛式键盘，Eye Care模式,参考价：,2399,
联想扬天B40-45A-AFO,参考价：,2399,7.3
联想扬天B51-30（N3060/4GB/集显）赛扬双核核处理器，核心显卡，背光键盘，TN防眩光屏,参考价：,2499,5.5
海尔M4（4GB/64GB）金属机身，超薄超轻，窄边框，商务办公,参考价：,2088,
Acer ES1-531-C7TF赛扬双核核处理器，集成显卡，LED背光丽镜宽屏,参考价：,2099,9.1
惠普246 G6（4KU52PA）赛扬双核处理器，高清摄像头，支持三屏显示，全尺寸键盘,参考价：,2199,8.1
Acer EX2519-C6X3,参考价：,2299,9.7
神舟优雅U6-SL1G1赛扬双核处理器，集成显卡，21mm轻薄机身,参考价：,2299,
联想扬天B50-80（3205U）,参考价：,2499,6.1
索立信W2000 轻尚版,参考价：,2388,
惠普14g-ad001TU（M9U83PA）,参考价：,2199,9.9
三星370E4J-K06,参考价：,2359,9.6
Acer ES1-132-C9N8赛扬四核处理器，LED背光丽镜宽屏，薄至21mm,参考价：,2299,
联想扬天B51-30A-NTZ（H）,参考价：,1999,5.5
昂达小马31（4GB/64GB）13.3英寸1080P高清屏，个性化指纹解锁吗，SSD扩充,参考价：,1799,
惠普245 G5（W8J01PT）,参考价：,2299,
惠普346 G3（W8J19PT）,参考价：,2399,
联想扬天B50-10-NTE,参考价：,1999,
中柏EZbook S4（8GB/256GB）,参考价：,2199,
中柏EZbook 3L Pro窄边框屏幕，核心显卡，全金属机身，超轻薄外观,参考价：,1499,
三星300E5K-L04,参考价：,2399,9.1
联想扬天B51-30A-NTO,参考价：,2099,5.5
Acer A314-31-C1ZV赛扬四核处理器，核心显卡，巧克力键盘，蓝光护盾,参考价：,2299,
联想扬天B41-30-NTZ（L）,参考价：,1955,8.2
索立信W802,参考价：,1899,
中柏EZbook S4（8GB/128GB）,参考价：,1899,
三星300E5M-L06,参考价：,2429,
联想扬天V330-14（A4-9125/4GB/128GB/2G独显）轻薄便携，防窥摄像头，180°翻转，接口丰富,参考价：,2099,4.9
联想扬天B41-30（N3160/2GB/500GB）,参考价：,2299,8.2
三星370E4J-K07,参考价：,2299,9.6
惠普245 G6（1RR87PA）AMD系列处理器，集成显卡，全尺寸孤岛式键盘，8小时续航,参考价：,2299,
三星300E5K-L03,参考价：,2399,9.1
联想扬天B41-30（N3160/4GB/500GB）,参考价：,2499,8.2
联想扬天B41-30A-NTZ,参考价：,2299,8.2
联想IdeaPad 300-14ISK（N3150/4GB/500GB/1G独显/无光驱）,参考价：,2499,5.3
Acer ES1-331（11.6英寸）,参考价：,2399,9.1
Acer ES1-431-C8DD赛扬四核 N3160处理器，核心显卡，高清LED背光丽镜宽屏,参考价：,2299,9.1
海尔锋睿S520-N3060G40128NWUW,参考价：,1999,
三星300E5K-L05,参考价：,2299,9.1
中柏EZbook 2（4GB/128GB）,参考价：,1299,
Acer ES1-131-C9NT,参考价：,2249,9.1
惠普245 G6（4VT69PA）AMD系列处理器，集成显卡，全尺寸孤岛式键盘，8小时续航,参考价：,2499,
中柏EZbook3（4GB）,参考价：,1399,
SOSOON I2000 轻尚版,参考价：,2388,
索立信W2000Pro,参考价：,1999,
索立信W101,参考价：,1599,6.0
索立信W803,参考价：,1899,
三星300E5M-L09,参考价：,2199,
三星300E5K-L07,参考价：,2299,9.1
三星270E5K-K02,参考价：,2209,7.8
三星3500EL-L02赛扬双核核处理器，集成显卡，9.5小时续航,参考价：,2399,
联想扬天B41-30-NTZ,参考价：,2199,8.2
三星300E5M-L05,参考价：,2199,
SOSOON i2000Pro,参考价：,1999,
三星35X0AA-K02,参考价：,2499,7.7
中柏EZbook3S,参考价：,1999,
麦本本金麦6A（4GB/240GB）赛扬双核处理器，核心显卡，全面屏，蓝牙5.0,参考价：,2499,10.0
三星300E5M-L08,参考价：,2499,
SOSOON i6000,参考价：,1999,
三星500R5H-K01,参考价：,2499,8.7
三星270E5K-K03,参考价：,2299,7.8
SOSOON i802,参考价：,1899,
中柏EZbook S4（4GB/128GB）,参考价：,1799,
三星300E4M-K03,参考价：,2499,
海尔M4（4GB/128GB）金属机身，超薄超轻，窄边框，商务办公,参考价：,2199,
宝扬A14 （标配版）,参考价：,1680,
三星370E4J-K05,参考价：,2299,9.6
三星300E5K-L06,参考价：,2499,9.1
三星3500EL-L01赛扬双核核处理器，集成显卡，9.5小时续航,参考价：,2399,
宝扬A14（升级版）,参考价：,1880,
三星370E4J-K04,参考价：,2299,9.6
索立信W6000,参考价：,2199,
宝扬C14-J,参考价：,2450,8.9
三星300E5K-L02,参考价：,2399,9.1
三星270E5K-K04,参考价：,2299,7.8
三星300E5K-L08,参考价：,2399,9.1
